ActivityID,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
6,1.482421875,2.12890625,-8.9765625,0.01384735107421875,-0.096923828125,-0.143798828125
6,4.03515625,2.05859375,-9.03125,0.0511474609375,-0.5537109375,0.2418212890625
6,3.546875,1.556640625,-8.6640625,-0.202392578125,-0.053253173828125,-0.04046630859375
6,3.82421875,1.53125,-9.2265625,0.1715087890625,0.1949462890625,0.0628662109375
6,3.314453125,1.595703125,-9.1875,0.1778564453125,-0.11187744140625,0.1171875
6,3.095703125,1.81640625,-9.34375,0.0298309326171875,-0.1512451171875,0.13427734375
6,3.4375,1.6806640625,-9.328125,-0.1629638671875,-0.07244873046875,0.1160888671875
6,2.736328125,1.6708984375,-9.4453125,-0.1268310546875,-0.09906005859375,0.02130126953125
6,-1.5048828125,-1.080078125,9.9140625,0.197021484375,0.4326171875,0.09588623046875
6,-1.0283203125,-0.8154296875,9.6875,-0.669921875,1.240234375,1.3115234375
6,-1.6708984375,-0.5673828125,10.203125,0.705078125,1.8046875,0.431396484375
6,-1.3740234375,-0.110107421875,9.203125,-2.423828125,2.548828125,2.177734375
6,-1.9892578125,-0.010772705078125,8.9453125,-6.5703125,2.134765625,4.71875
6,-4.88671875,-0.83203125,4.3125,-11.3671875,-7.35546875,0.149169921875
6,-4.12109375,-1.873046875,8.3359375,-0.10333251953125,-4.18359375,-9.1875
6,-6.25390625,4.0625,3.470703125,-1.4658203125,0.459228515625,-8.03125
6,-8.484375,9.546875,6.4296875,-0.52197265625,1.5439453125,-5.5703125
6,-19.8125,-3.234375,20.0625,1.1640625,0.94189453125,-4.09375
6,-25.671875,-36.5,8.71875,1.4931640625,-0.388916015625,-1.52734375
6,-10.5859375,-17.703125,-5.83203125,1.4228515625,-0.939453125,0.892578125
6,-8.8046875,-2.9375,-2.080078125,-0.31005859375,3.873046875,5.3828125
6,-11.90625,-1.91796875,2.0234375,-5.47265625,4.94921875,8.3046875
6,-9.890625,4.6171875,1.4853515625,-3.853515625,4.0234375,6.1796875
6,-0.48486328125,9.2734375,6.01953125,-2.970703125,5.33203125,4.66796875
6,1.6689453125,30.734375,3.9609375,-1.162109375,3.109375,0.6474609375
6,-14.171875,-0.38671875,-3.2421875,1.47265625,-4.09765625,-1.46484375
6,-14.2421875,-16.46875,-9.5859375,2.130859375,-4.8671875,-5.0859375
6,-14.53125,-14.796875,-6.875,3.572265625,-3.462890625,-5.6640625
6,-17.546875,-23.1875,12.0234375,3.607421875,-3.64453125,-6.4765625
6,-37.71875,-25.75,21.671875,0.419677734375,-3.953125,-6.515625
6,-15.484375,-15.890625,-1.533203125,-2.05859375,2.3671875,3.650390625
6,-9.8203125,-10.03125,-5.19140625,-4.796875,4.69140625,8.3359375
6,-12.140625,-15.0,-5.4921875,-2.67578125,3.48046875,7.41015625
6,-13.6875,-6.609375,-1.0849609375,-4.34765625,3.955078125,6.41796875
6,-15.0,38.75,-5.91796875,0.50732421875,3.197265625,0.8349609375
6,-15.0390625,-0.76953125,-6.28515625,2.69140625,-3.3984375,-1.4169921875
6,-17.359375,-17.09375,-11.125,2.34375,-5.16796875,-4.6171875
6,-17.140625,-12.53125,-8.7109375,3.83984375,-4.2265625,-5.42578125
6,-18.4375,-24.34375,12.7890625,3.71875,-4.5625,-6.10546875
6,-36.1875,-27.8125,36.0,1.4443359375,-4.51171875,-5.45703125
6,-17.578125,-14.6015625,2.998046875,-1.99609375,2.619140625,3.05078125
6,-10.9296875,-11.3671875,-4.46875,-4.6484375,5.05859375,9.0546875
6,-11.9375,-16.59375,-7.22265625,-2.771484375,4.6640625,5.83984375
6,-13.8359375,-5.59375,-4.2421875,-2.2578125,4.79296875,3.84375
6,-13.9921875,38.71875,-13.1171875,1.3857421875,2.892578125,0.202392578125
